image_path,status,mean_H_lesion,mean_S_lesion,mean_V_lesion,std_H_lesion,std_S_lesion,std_V_lesion,color_balance_B,color_balance_G,color_balance_R,entropy_H_lesion,entropy_S_lesion,entropy_V_lesion,color_distance_euclidean,color_distance_deltaE,dominant_colors_lesion,percent_dark_pixels,percent_white_pixels,percent_red_pixels,percent_blue_pixels,delta_H_center_periphery,delta_S_center_periphery,delta_V_center_periphery,delta_V_left_right,delta_S_left_right,delta_V_top_bottom,delta_S_top_bottom,delta_V_inner_rim,percent_outlier_bright_pixels,percent_outlier_dark_pixels,area,perimeter,perimeter_area_ratio,circularity,aspect_ratio,eccentricity,solidity,extent,radial_variance,convexity,fractal_dimension,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_entropy,lbp_uniformity,lbp_entropy,lbp_mean,lbp_std,lbp_median,asymmetry_agg,palette_variety,elongation_score,color_homogeneity_agg,lobulation_score,bucket_asymmetry,bucket_borders,bucket_contrast,bucket_palette,bucket_texture,bucket_lobulation,bucket_pigmentation,bucket_elongation,bucket_rim,bucket_color_homogeneity,bucket_texture_coarseness,bucket_shape,bucket_dominant_hue,bucket_structure_order,bucket_area,bucket_perimeter,bucket_convexity,bucket_solidity,bucket_extent,bucket_radial_variance,bucket_fractal_dimension,bucket_eccentricity,bucket_perimeter_area_ratio,bucket_color_balance_R,bucket_color_balance_G,bucket_color_balance_B,bucket_color_distance_euclidean,bucket_delta_H_center_periphery,bucket_delta_S_center_periphery,bucket_delta_V_center_periphery,bucket_delta_V_inner_rim,bucket_delta_V_left_right,bucket_delta_V_top_bottom,bucket_delta_S_left_right,bucket_delta_S_top_bottom,bucket_entropy_H_lesion,bucket_entropy_S_lesion,bucket_entropy_V_lesion,bucket_std_H_lesion,bucket_std_S_lesion,bucket_std_V_lesion,bucket_mean_S_lesion,bucket_mean_V_lesion,bucket_glcm_energy,bucket_glcm_entropy,bucket_lbp_entropy,bucket_lbp_mean,bucket_lbp_std,bucket_lbp_median,bucket_percent_dark_pixels,bucket_percent_white_pixels,bucket_percent_red_pixels,bucket_percent_blue_pixels,bucket_percent_outlier_bright_pixels,bucket_percent_outlier_dark_pixels
/kaggle/input/datasets/mihailodin1/all-image-skin/100.jpg,success,8.844754060526144,143.15742219561417,127.22524695590039,3.760556415970646,57.88241210231592,42.75461794540702,0.23520188338611323,0.30429169438786613,0.4605064186063883,0.5995258707905875,2.286616886168808,2.168231790967151,84.53977700976877,34.70093242168966,"[[12, 89, 170], [9, 184, 97], [3, 46, 189]]",5.60056391884976e-05,0.0005581251629474416,0.8653508560172266,0.0,-2.0243907627642557,69.54331112719876,-65.40090909470814,0.33220554220930865,-7.112071939421924,11.999668131646615,-11.942521636880457,-70.13093502030385,3.66933498131536e-05,0.0,517805,2756.899829864502,3.8312268416814663,0.8561189902258981,0.9450934579439252,0.5468599649271605,0.986176896867614,0.7477285329759829,815.5094278617117,1.0509979364268027,0.929305694513579,0.13870933432526397,0.9309428388171576,0.3181940610860642,5.130928769141014,0.22318394861818167,2.0935650088782904,5.124674300936227,2.18828434550757,5.0,168.35507823482948,1.0,0.27342998246358025,1.281603648707231,0.40954263219806913,умеренная,умеренно неровные,выраженный,монотонная,неоднородная,лобуляции слабые,с примесью красного или синего,умеренно вытянутая,тёмный ободок по краю,цвет умеренно неоднородный,грубая,округлая,красноватый,средне упорядоченная,размер:средний,периметр:средний,выпуклость:средняя,плотность:высокая,заполнение_bbox:среднее,вариация_радиуса:средняя,граница:сильно_изрезанная,форма:умеренно_вытянутая,отношение_периметр_площадь:среднее,красный:норма,зеленый:норма,синий:норма,контраст:сильный,центр:оттенок_как_периферия,насыщенность_центра:выше,яркость_центра:значительно_темнее,ободок:темнее_центра,яркость_асимметрия:слабая,яркость_асимметрия:слабая,насыщенность_асимметрия:слабая,насыщенность_асимметрия:слабая,разнообразие_оттенка:среднее,разнообразие_насыщенности:среднее,разнообразие_яркости:высокое,вариабельность_оттенка:низкая,вариабельность_насыщенности:высокая,вариабельность_яркости:высокая,насыщенность:средняя,яркость:средняя,энергия_текстуры:низкая,энтропия_текстуры:высокая,энтропия_lbp:средняя,среднее_lbp:высокое,разброс_lbp:средний,медиана_lbp:типичная,темные_пиксели:нет,белые_пиксели:единичные,красные_пиксели:много,синие_пиксели:нет,яркие_выбросы:нет,темные_выбросы:нет
/kaggle/input/datasets/mihailodin1/all-image-skin/1000.jpg,success,9.441791370619642,130.86213818677962,202.1504133526623,2.03856682627165,23.189567311417225,14.328646291614673,0.22939592678576054,0.30395902394282337,0.4666450469630109,0.41405957512322733,1.7912155361365414,1.358763738185693,35.89620038707519,11.844965930650535,"[[11, 119, 206], [9, 152, 192], [8, 110, 215]]",0.0,6.914178906683937e-06,0.9938256382363313,0.0,-0.3193171963749535,21.806922589087293,-13.170498078505773,2.2732288974454207,-3.4635655634372426,-4.701551687426047,-8.807526246858899,-11.507979131421138,0.020293115091117354,0.0210052755185058,433891,2551.0348249673843,3.8728088887418153,0.8378335192164301,0.7764976958525346,0.7374500468830254,0.993387960501764,0.7416534480165188,2712.134408699375,1.0529811281928958,0.9299973706644794,0.15905077215230642,0.9218172527422149,0.40906596227997566,4.595268007725603,0.19763319645999644,2.1467923222078293,5.070181011316975,2.311760893952179,5.0,54.54261025913563,1.0,0.3687250234415127,0.5466492573535141,0.4120663281977674,слабая,умеренно неровные,умеренный,монотонная,неоднородная,лобуляции слабые,с примесью красного или синего,умеренно вытянутая,без выраженного ободка,цвет однородный,грубая,овальная,красноватый,хаотичная,размер:средний,периметр:средний,выпуклость:средняя,плотность:высокая,заполнение_bbox:среднее,вариация_радиуса:средняя,граница:сильно_изрезанная,форма:умеренно_вытянутая,отношение_периметр_площадь:среднее,красный:норма,зеленый:норма,синий:норма,контраст:умеренный,центр:оттенок_как_периферия,насыщенность_центра:умеренно_выше,яркость_центра:равная,ободок:слегка_темнее,яркость_асимметрия:слабая,яркость_асимметрия:слабая,насыщенность_асимметрия:слабая,насыщенность_асимметрия:слабая,разнообразие_оттенка:среднее,разнообразие_насыщенности:низкое,разнообразие_яркости:низкое,вариабельность_оттенка:низкая,вариабельность_насыщенности:низкая,вариабельность_яркости:низкая,насыщенность:средняя,яркость:высокая,энергия_текстуры:низкая,энтропия_текстуры:высокая,энтропия_lbp:высокая,среднее_lbp:среднее,разброс_lbp:высокий,медиана_lbp:типичная,темные_пиксели:нет,белые_пиксели:нет,красные_пиксели:преобладают,синие_пиксели:нет,яркие_выбросы:много,темные_выбросы:умеренно
/kaggle/input/datasets/mihailodin1/all-image-skin/1001.jpg,success,11.170298501935951,129.8000019461453,171.5210609411072,2.1751393744887184,22.395700317796408,10.634954630710704,0.22730876675670447,0.3134981822883533,0.45919304827775154,0.6886169336016169,1.7619788498826177,1.089931105097617,29.26775111411727,10.82865945009202,"[[9, 112, 177], [13, 116, 178], [11, 150, 164]]",0.0,1.9461452943423123e-05,0.9397205821893648,0.0,-1.380194478849944,24.187929387911808,-8.992820740620402,-3.1315825888593167,-5.646405379879198,4.634940440033404,-8.515958051277295,-8.348232827158881,0.02396191393658972,0.024207614780000438,411069,2471.5962262153625,3.8549625219175643,0.8456088968929808,0.7553191489361702,0.684351507824216,0.9909455794612186,0.760402446198071,1710.3582145243295,1.05398616483753,0.9166752875737791,0.1394187383567285,0.9316067607472772,0.4699396431500624,4.3449038467633585,0.1948112653444799,2.156779045870697,5.183411809620769,2.3478408886715996,5.0,56.48983106743137,1.0,0.342175753912108,0.5749654287017659,0.4104263396925584,слабая,умеренно неровные,умеренный,монотонная,неоднородная,лобуляции слабые,с примесью красного или синего,умеренно вытянутая,без выраженного ободка,цвет однородный,грубая,овальная,красноватый,хаотичная,размер:средний,периметр:средний,выпуклость:средняя,плотность:высокая,заполнение_bbox:среднее,вариация_радиуса:средняя,граница:сильно_изрезанная,форма:умеренно_вытянутая,отношение_периметр_площадь:среднее,красный:норма,зеленый:повышен,синий:норма,контраст:умеренный,центр:оттенок_как_периферия,насыщенность_центра:умеренно_выше,яркость_центра:равная,ободок:одинаковый,яркость_асимметрия:слабая,яркость_асимметрия:слабая,насыщенность_асимметрия:слабая,насыщенность_асимметрия:слабая,разнообразие_оттенка:среднее,разнообразие_насыщенности:низкое,разнообразие_яркости:низкое,вариабельность_оттенка:низкая,вариабельность_насыщенности:низкая,вариабельность_яркости:низкая,насыщенность:средняя,яркость:высокая,энергия_текстуры:низкая,энтропия_текстуры:высокая,энтропия_lbp:высокая,среднее_lbp:высокое,разброс_lbp:высокий,медиана_lbp:типичная,темные_пиксели:нет,белые_пиксели:нет,красные_пиксели:много,синие_пиксели:нет,яркие_выбросы:много,темные_выбросы:умеренно
/kaggle/input/datasets/mihailodin1/all-image-skin/1002.jpg,success,5.424841856472906,163.14558993220828,90.47049662844367,3.725385674454787,29.46787574968382,42.12734531606801,0.20693311289725488,0.27289605674359585,0.5201708246090684,0.32216807469425013,1.8918870470546696,2.2448081093913226,79.90455629278821,44.847577628285855,"[[2, 174, 49], [8, 124, 148], [7, 179, 93]]",0.21057577888360018,0.0,0.9961371339968268,0.00013296913313140055,-3.952462317924457,20.41655585518987,-64.18914259918576,-9.064970720988455,1.8619938812732926,-4.568665912075971,-2.242141834904686,-55.53707985518942,0.008845827924419443,0.0,443712,2681.0419652462006,4.0248808171884765,0.7757179024807387,0.8103254769921436,0.7432914926324407,0.9659667570127028,0.6897413656416427,3072.9315670707056,1.0667473454741148,0.9489714542419249,0.15217840073568298,0.9289147798181681,0.3659732237535493,4.9177845534561,0.23260573606825194,2.0575450124346646,5.208336358685787,2.1334010215640555,5.0,106.29593312154249,1.0,0.3716457463162203,0.9206737518129071,0.4193418576469013,умеренная,умеренно неровные,выраженный,монотонная,неоднородная,лобуляции слабые,с примесью красного или синего,умеренно вытянутая,тёмный ободок по краю,цвет умеренно неоднородный,грубая,овальная,красноватый,средне упорядоченная,размер:средний,периметр:средний,выпуклость:средняя,плотность:средняя,заполнение_bbox:низкое,вариация_радиуса:высокая,граница:сильно_изрезанная,форма:умеренно_вытянутая,отношение_периметр_площадь:среднее,красный:повышен,зеленый:понижен,синий:норма,контраст:выраженный,центр:оттенок_как_периферия,насыщенность_центра:умеренно_выше,яркость_центра:значительно_темнее,ободок:темнее_центра,яркость_асимметрия:слабая,яркость_асимметрия:слабая,насыщенность_асимметрия:слабая,насыщенность_асимметрия:слабая,разнообразие_оттенка:низкое,разнообразие_насыщенности:низкое,разнообразие_яркости:высокое,вариабельность_оттенка:низкая,вариабельность_насыщенности:низкая,вариабельность_яркости:высокая,насыщенность:высокая,яркость:низкая,энергия_текстуры:низкая,энтропия_текстуры:высокая,энтропия_lbp:средняя,среднее_lbp:высокое,разброс_lbp:средний,медиана_lbp:типичная,темные_пиксели:много,белые_пиксели:нет,красные_пиксели:преобладают,синие_пиксели:единичные,яркие_выбросы:единичные,темные_выбросы:нет
/kaggle/input/datasets/mihailodin1/all-image-skin/1003.jpg,success,2.3425062037285,128.5483457698729,186.13707042829398,4.846364180862878,40.80826737850303,18.14018510903217,0.24849971780820285,0.2732073939090231,0.4782928857131623,0.5914816254020079,2.2780895833984154,1.5619628325242196,48.148825070092265,16.536593580150036,"[[174, 73, 203], [5, 165, 172], [2, 109, 196]]",0.0,9.131486592388156e-05,0.9810855565777369,1.3629084466250979e-05,2.531134567069131,46.8270868587494,-14.313238117789979,3.1710094821046937,-17.911756269994996,16.37354506528223,-6.006574940623068,-14.275715481260647,0.00576919145456404,0.028195849943780025,733725,3499.4511264562607,4.085387672060996,0.752910434328548,0.5692425401683244,0.8204472552326607,0.9801361216679246,0.754544388775082,9606.839666434991,1.0633656582606146,0.9455070722883554,0.1687704888918017,0.9177317935039225,0.3382066781837414,4.950622910570104,0.20884498010002697,2.117298933222021,5.024956085886832,2.2475202187432513,5.0,107.1343453016135,2.0,0.41022362761633036,0.8989004039212832,0.42489437792639034,умеренная,умеренно неровные,выраженный,умеренно разнообразная,неоднородная,лобуляции слабые,с примесью красного или синего,умеренно вытянутая,без выраженного ободка,цвет умеренно неоднородный,грубая,овальная,красноватый,хаотичная,размер:средний,периметр:большой,выпуклость:средняя,плотность:высокая,заполнение_bbox:среднее,вариация_радиуса:высокая,граница:сильно_изрезанная,форма:сильно_вытянутая,отношение_периметр_площадь:среднее,красный:норма,зеленый:понижен,синий:норма,контраст:умеренный,центр:оттенок_как_периферия,насыщенность_центра:умеренно_выше,яркость_центра:равная,ободок:слегка_темнее,яркость_асимметрия:слабая,яркость_асимметрия:сильная_низ_верх,насыщенность_асимметрия:слабая,насыщенность_асимметрия:слабая,разнообразие_оттенка:среднее,разнообразие_насыщенности:среднее,разнообразие_яркости:низкое,вариабельность_оттенка:низкая,вариабельность_насыщенности:средняя,вариабельность_яркости:низкая,насыщенность:средняя,яркость:высокая,энергия_текстуры:низкая,энтропия_текстуры:высокая,энтропия_lbp:высокая,среднее_lbp:среднее,разброс_lbp:средний,медиана_lbp:типичная,темные_пиксели:нет,белые_пиксели:нет,красные_пиксели:преобладают,синие_пиксели:нет,яркие_выбросы:единичные,темные_выбросы:умеренно
/kaggle/input/datasets/mihailodin1/all-image-skin/1004.jpg,success,0.47865702636618096,126.58646417741495,70.62985119023028,10.884766860391496,35.941311429872876,50.48686558076139,0.2546812736510826,0.27901526860110654,0.4663034511322024,1.0152338597678086,2.196527505969094,2.331859306585118,89.68683549214106,53.067333975926125,"[[4, 108, 132], [151, 93, 23], [2, 142, 42]]",0.4545927768183959,0.0,0.8917431647483619,0.007328943128392838,-9.519613906938389,-9.253587193336415,-73.08813757261703,19.400560173780228,1.5019820585673358,13.734495779322188,-14.93263514986431,-86.01051063970459,0.022061192956943493,0.0,121027,1335.6753106117249,3.839368206436088,0.8524920460546545,0.8967889908256881,0.4078556714182123,0.979809101286421,0.7099357094253737,182.4474234774919,1.0464664152071992,0.9117806998567138,0.19254882219890898,0.9143278821903427,0.34423216860063405,5.068194659304213,0.23227283743241323,2.011554027220817,5.158205263201879,2.0403252364087403,5.0,141.4310118344259,2.0,0.20392783570910614,1.4809157970613447,0.1574706297025404,умеренная,умеренно неровные,выраженный,умеренно разнообразная,неоднородная,лобуляции отсутствуют,с примесью красного или синего,умеренно вытянутая,тёмный ободок по краю,цвет неоднородный,грубая,округлая,красноватый,средне упорядоченная,размер:маленький,периметр:средний,выпуклость:высокая,плотность:высокая,заполнение_bbox:среднее,вариация_радиуса:низкая,граница:сильно_изрезанная,форма:округлая,отношение_периметр_площадь:среднее,красный:норма,зеленый:понижен,синий:повышен,контраст:сильный,центр:краснее_периферии,насыщенность_центра:равна,яркость_центра:значительно_темнее,ободок:темнее_центра,яркость_асимметрия:сильная_право_лево,яркость_асимметрия:слабая,насыщенность_асимметрия:слабая,насыщенность_асимметрия:слабая,разнообразие_оттенка:высокое,разнообразие_насыщенности:среднее,разнообразие_яркости:высокое,вариабельность_оттенка:средняя,вариабельность_насыщенности:средняя,вариабельность_яркости:высокая,насыщенность:средняя,яркость:низкая,энергия_текстуры:низкая,энтропия_текстуры:высокая,энтропия_lbp:средняя,среднее_lbp:высокое,разброс_lbp:низкий,медиана_lbp:типичная,темные_пиксели:много,белые_пиксели:нет,красные_пиксели:много,синие_пиксели:присутствуют,яркие_выбросы:много,темные_выбросы:нет
/kaggle/input/datasets/mihailodin1/all-image-skin/1005.jpg,success,168.79229439183737,89.61922635148183,180.4745917268271,7.419116892371978,35.42588860261679,37.79811232810611,0.31934700380168446,0.2739853891229312,0.4066676048206627,1.0904885192726068,2.105117335071981,2.1935488784335675,26.95210399810833,9.706984242792824,"[[6, 83, 207], [170, 102, 172], [158, 44, 204]]",5.721617558499964e-06,0.05144234826627836,0.7079157148517458,5.721617558499964e-06,2.277825938527343,32.251611599496115,0.8531082966916017,11.177392781678265,-20.750588231908992,42.73081373171962,-38.21565391802239,1.1785079523980073,0.0,0.039598599920183435,1398206,8459.361937403679,7.15405090566464,0.24553070555155038,1.4236377590176517,0.7007140848479687,0.6212467981400888,0.5784726517491255,51542.724476013784,1.3925625254432026,1.029511153519124,0.11444573783771134,0.9432362055650318,0.28712358289053364,5.256554262315106,0.17949936298874913,2.1773313442409106,5.3469001776453915,2.46939713552793,5.0,148.25699449804432,2.0,0.5621759219328102,1.25216603553778,0.5562850602918872,умеренная,фестончатые,умеренный,умеренно разнообразная,неоднородная,лобуляции выраженные,с примесью красного или синего,вытянутая,без выраженного ободка,цвет умеренно неоднородный,средняя,неправильная,красноватый,хаотичная,размер:крупный,периметр:очень_большой,выпуклость:низкая,плотность:низкая,заполнение_bbox:низкое,вариация_радиуса:высокая,граница:сильно_изрезанная,форма:умеренно_вытянутая,отношение_периметр_площадь:высокое,красный:понижен,зеленый:понижен,синий:повышен,контраст:умеренный,центр:оттенок_как_периферия,насыщенность_центра:умеренно_выше,яркость_центра:равная,ободок:одинаковый,яркость_асимметрия:слабая,яркость_асимметрия:сильная_низ_верх,насыщенность_асимметрия:сильная_лево_право,насыщенность_асимметрия:сильная_верх_низ,разнообразие_оттенка:высокое,разнообразие_насыщенности:среднее,разнообразие_яркости:высокое,вариабельность_оттенка:средняя,вариабельность_насыщенности:средняя,вариабельность_яркости:высокая,насыщенность:средняя,яркость:высокая,энергия_текстуры:низкая,энтропия_текстуры:высокая,энтропия_lbp:высокая,среднее_lbp:высокое,разброс_lbp:высокий,медиана_lbp:типичная,темные_пиксели:нет,белые_пиксели:присутствуют,красные_пиксели:умеренно,синие_пиксели:нет,яркие_выбросы:нет,темные_выбросы:умеренно
/kaggle/input/datasets/mihailodin1/all-image-skin/1006.jpg,success,8.061235998439548,197.11575704548963,140.46685145835937,2.5314846212933575,23.18280494548109,52.11517130357088,0.14738947524791163,0.2726609927798974,0.5799495278434622,0.23991851069428416,1.6935302665425715,2.4657062264216543,60.37125738653472,28.594631559902286,"[[10, 172, 197], [5, 216, 76], [8, 207, 141]]",0.022373519399451508,0.0,0.9995662051775985,0.0,-3.5222875890829783,27.48524507891355,-81.98604999985878,12.03360493632971,-5.114046000555902,14.534880061461564,-7.969712157491159,-69.69294871642217,0.0,0.00014704909233947754,136009,1403.9524410963058,3.806874611854001,0.8671070532538012,0.9741176470588235,0.4767421132865053,0.9860083080202119,0.7729980107985223,186.5439326772181,1.0391455040990578,1.049118736637896,0.25356635449598364,0.8857783339821127,0.2681484297940946,5.3869623559379916,0.27806867907735666,1.9652174729808958,4.810242527627382,1.9311060236156017,5.0,152.64582582369366,1.0,0.23837105664325264,0.8973422108738693,0.16050709080110717,умеренная,умеренно неровные,выраженный,монотонная,неоднородная,лобуляции отсутствуют,с примесью красного или синего,умеренно вытянутая,тёмный ободок по краю,цвет умеренно неоднородный,грубая,округлая,красноватый,упорядоченная,размер:маленький,периметр:средний,выпуклость:высокая,плотность:высокая,заполнение_bbox:среднее,вариация_радиуса:низкая,граница:сильно_изрезанная,форма:округлая,отношение_периметр_площадь:среднее,красный:повышен,зеленый:понижен,синий:понижен,контраст:выраженный,центр:оттенок_как_периферия,насыщенность_центра:умеренно_выше,яркость_центра:значительно_темнее,ободок:темнее_центра,яркость_асимметрия:слабая,яркость_асимметрия:слабая,насыщенность_асимметрия:слабая,насыщенность_асимметрия:слабая,разнообразие_оттенка:низкое,разнообразие_насыщенности:низкое,разнообразие_яркости:высокое,вариабельность_оттенка:низкая,вариабельность_насыщенности:низкая,вариабельность_яркости:высокая,насыщенность:высокая,яркость:средняя,энергия_текстуры:низкая,энтропия_текстуры:высокая,энтропия_lbp:низкая,среднее_lbp:низкое,разброс_lbp:низкий,медиана_lbp:типичная,темные_пиксели:единичные,белые_пиксели:нет,красные_пиксели:преобладают,синие_пиксели:нет,яркие_выбросы:нет,темные_выбросы:нет
/kaggle/input/datasets/mihailodin1/all-image-skin/1007.jpg,success,7.964299615363034,132.82375673107381,107.55762503079576,5.177744336234413,39.63045528066858,57.729087940395594,0.24413629795728678,0.30593320567932936,0.44993049217853465,0.6022616175403779,2.238619307435922,2.380348749971108,74.73109228092659,35.72142109420157,"[[8, 170, 73], [10, 100, 161], [1, 148, 31]]",0.24533840143596242,0.0,0.9724140358286699,0.001084010840108401,-3.3070375042081395,45.47960226479253,-85.8950590365898,0.7641901332774665,3.0590801803162435,20.407352656206328,-12.293310935217576,-73.26400458893663,0.0,0.0,142065,1445.8519358634949,3.8360147901951533,0.853983182237818,0.8986784140969163,0.4045069435528877,0.9832984952726367,0.7669571132417725,255.0745242526141,1.0427454629344013,0.8717892214251767,0.3000637294606365,0.8726529223939448,0.26496532909324166,5.485622697169213,0.2977583573128708,1.9367819310366432,4.81018863902803,1.9047408921673838,5.0,171.20563271060809,1.0,0.20225347177644384,1.2967523144702167,0.2164370897864074,умеренная,умеренно неровные,выраженный,монотонная,неоднородная,лобуляции слабые,с примесью красного или синего,умеренно вытянутая,тёмный ободок по краю,цвет умеренно неоднородный,грубая,округлая,красноватый,упорядоченная,размер:маленький,периметр:средний,выпуклость:высокая,плотность:высокая,заполнение_bbox:среднее,вариация_радиуса:низкая,граница:сильно_изрезанная,форма:округлая,отношение_периметр_площадь:среднее,красный:понижен,зеленый:норма,синий:норма,контраст:выраженный,центр:оттенок_как_периферия,насыщенность_центра:умеренно_выше,яркость_центра:значительно_темнее,ободок:темнее_центра,яркость_асимметрия:слабая,яркость_асимметрия:сильная_низ_верх,насыщенность_асимметрия:слабая,насыщенность_асимметрия:слабая,разнообразие_оттенка:среднее,разнообразие_насыщенности:среднее,разнообразие_яркости:высокое,вариабельность_оттенка:средняя,вариабельность_насыщенности:средняя,вариабельность_яркости:высокая,насыщенность:средняя,яркость:средняя,энергия_текстуры:низкая,энтропия_текстуры:высокая,энтропия_lbp:низкая,среднее_lbp:низкое,разброс_lbp:низкий,медиана_lbp:типичная,темные_пиксели:много,белые_пиксели:нет,красные_пиксели:преобладают,синие_пиксели:единичные,яркие_выбросы:нет,темные_выбросы:нет
/kaggle/input/datasets/mihailodin1/all-image-skin/1008.jpg,success,10.475480612622889,149.78212429649145,135.89655370614298,2.2368634386393365,36.66080026508688,28.897957955417525,0.21122198757484356,0.3067398421492499,0.48203816672881034,0.6333024432411324,2.1679705962831672,1.945414179576881,47.50786977454962,21.251960166910767,"[[11, 106, 164], [9, 190, 98], [11, 159, 140]]",2.8739073164890434e-05,0.0,0.9641671656089091,0.0,-1.2991531874519637,47.4094580413383,-36.6352003006523,-22.36457901571815,2.4780985170358463,12.035545294337282,-20.048111457030643,-36.30496958970713,3.352891869237217e-05,0.033701353131361515,208775,1751.1555395126343,3.832529232613866,0.8555372270667383,0.9699812382739212,0.24488297014997057,0.9844812464044213,0.7576362402517047,138.94392112415076,1.0528652766951014,0.975793173323925,0.14478788097727513,0.9290094570481388,0.32835670815047324,4.973876884338172,0.2193948295270626,2.100055074142448,5.155085200233835,2.1850379778909073,5.0,142.27014581356448,1.0,0.12244148507498528,0.8884753076366383,0.12023524633683015,умеренная,умеренно неровные,выраженный,монотонная,неоднородная,лобуляции отсутствуют,с примесью красного или синего,округлая,тёмный ободок по краю,цвет умеренно неоднородный,грубая,округлая,красноватый,средне упорядоченная,размер:маленький,периметр:средний,выпуклость:средняя,плотность:высокая,заполнение_bbox:среднее,вариация_радиуса:низкая,граница:сильно_изрезанная,форма:округлая,отношение_периметр_площадь:среднее,красный:норма,зеленый:норма,синий:норма,контраст:умеренный,центр:оттенок_как_периферия,насыщенность_центра:умеренно_выше,яркость_центра:темнее,ободок:слегка_темнее,яркость_асимметрия:сильная_лево_право,яркость_асимметрия:слабая,насыщенность_асимметрия:слабая,насыщенность_асимметрия:сильная_верх_низ,разнообразие_оттенка:среднее,разнообразие_насыщенности:среднее,разнообразие_яркости:среднее,вариабельность_оттенка:низкая,вариабельность_насыщенности:средняя,вариабельность_яркости:средняя,насыщенность:средняя,яркость:средняя,энергия_текстуры:низкая,энтропия_текстуры:высокая,энтропия_lbp:высокая,среднее_lbp:высокое,разброс_lbp:средний,медиана_lbp:типичная,темные_пиксели:нет,белые_пиксели:нет,красные_пиксели:много,синие_пиксели:нет,яркие_выбросы:нет,темные_выбросы:умеренно
